Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
116;AWI;Armstrong World Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04247X1028;;1,00;0,01;USD;28.02.2019 0:00:00
117;AWK;American Water Works Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0304201033;;1,00;0,01;USD;18.05.2020 0:00:00
118;AWR;American States Water Company;Акции;Акции иностранного эмитента обыкновенные;;US0298991011;;1,00;0,01;USD;28.02.2019 0:00:00
119;AX;Axos Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05465C1009;;1,00;0,01;USD;31.10.2019 0:00:00
120;AXE;Anixter International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0352901054;;1,00;0,01;USD;11.06.2019 0:00:00
121;AXGN;Axogen, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05463X1063;;1,00;0,01;USD;31.10.2019 0:00:00
122;AXP;American Express Company;Акции;Акции иностранного эмитента обыкновенные;;US0258161092;;1,00;0,01;USD;06.10.2016 0:00:00
123;AXSM;Axsome Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05464T1043;;1,00;0,01;USD;05.08.2019 0:00:00
124;AYI;Acuity Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00508Y1029;;1,00;0,01;USD;31.08.2017 0:00:00
125;AYX;Alteryx, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US02156B1035;;1,00;0,01;USD;04.04.2019 0:00:00
126;AZO;AutoZone, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0533321024;;1,00;0,01;USD;23.11.2016 0:00:00
127;AZPN;Aspen Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0453271035;;1,00;0,01;USD;11.06.2019 0:00:00
128;BA;THE BOEING COMPANY;Акции;Акции иностранного эмитента обыкновенные;;US0970231058;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
129;BABA;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций Alibaba Group Holding Limited;US01609W1027;ESVUFA;1,00;0,01;USD;15.12.2014 0:00:00
130;BAC;Bank of America Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0605051046;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
131;BAH;Booz Allen Hamilton Holding Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US0995021062;;1,00;0,01;USD;31.01.2019 0:00:00
132;BAND;Bandwidth Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US05988J1034;;1,00;0,01;USD;11.06.2019 0:00:00
133;BAST;JSC “BAST”;Акции;Акции иностранного эмитента обыкновенные;;KZ1C00001015;;1,00;0,10;RUB;26.09.2016 0:00:00
134;BAX;Baxter International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0718131099;;1,00;0,01;USD;23.11.2016 0:00:00
135;BBBY;Bed Bath & Beyond Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0758961009;;1,00;0,01;USD;23.11.2016 0:00:00
136;BBSI;Barrett Business Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0684631080;;1,00;0,01;USD;28.02.2019 0:00:00
137;BBY;Best Buy Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0865161014;;1,00;0,01;USD;23.11.2016 0:00:00
138;BC;Brunswick Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1170431092;;1,00;0,01;USD;31.01.2019 0:00:00
139;BCO;The Brink's Company;Акции;Акции иностранного эмитента обыкновенные;;US1096961040;;1,00;0,01;USD;28.02.2019 0:00:00
140;BCPC;Balchem Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0576652004;;1,00;0,01;USD;31.10.2019 0:00:00
141;BDC;Belden Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0774541066;;1,00;0,01;USD;28.02.2019 0:00:00
142;BDX;Becton, Dickinson and Company;Акции;Акции иностранного эмитента обыкновенные;;US0758871091;;1,00;0,01;USD;23.11.2016 0:00:00
143;BEAT;BioTelemetry, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0906721065;;1,00;0,01;USD;05.08.2019 0:00:00
144;BECN;Beacon Roofing Supply, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0736851090;;1,00;0,01;USD;11.06.2019 0:00:00
145;BEL0223;The Republic of Belarus;Облигации;Облигации иностранного эмитента;;XS1634369067;;1,00;0,01;PCT;23.12.2019 0:00:00
146;BEL0627;The Republic of Belarus;Облигации;Облигации иностранного эмитента;;XS1634369224;;1,00;0,01;PCT;03.12.2019 0:00:00
147;BEN;Franklin Resources, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3546131018;;1,00;0,01;USD;23.11.2016 0:00:00
148;BERY;Berry Global Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US08579W1036;;1,00;0,01;USD;28.02.2019 0:00:00
149;BF.B;Brown-Forman Corporation;Акции;Акции иностранного эмитента обыкновенные класса B;;US1156372096;;1,00;0,01;USD;23.11.2016 0:00:00
150;BFAM;Bright Horizons Family Solutions Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1091941005;;1,00;0,01;USD;11.06.2019 0:00:00
151;BFYT;Benefytt Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US08182C1062;;1,00;0,01;USD;05.08.2019 0:00:00
152;BH;Biglari Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US08986R3093;;1,00;0,01;USD;04.04.2019 0:00:00
153;BHF;Brighthouse Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US10922N1037;;1,00;0,01;USD;31.08.2017 0:00:00
154;BIDU;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций класса A Baidu, Inc.;US0567521085;ESVUFA;1,00;0,01;USD;11.08.2015 0:00:00
155;BIG;Big Lots, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0893021032;;1,00;0,01;USD;31.01.2019 0:00:00
156;BIIB;Biogen Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09062X1037;;1,00;0,01;USD;06.10.2016 0:00:00
157;BILI;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса Z;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций класса Z Bilibili Inc.;US0900401060;;1,00;0,01;USD;28.05.2019 0:00:00
158;BIO;Bio-Rad Laboratories, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0905722072;;1,00;0,01;USD;31.01.2019 0:00:00
159;BJRI;BJ's Restaurants, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09180C1062;;1,00;0,01;USD;28.02.2019 0:00:00
160;BK;The Bank of New York Mellon Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0640581007;;1,00;0,01;USD;23.11.2016 0:00:00
161;BKI;Black Knight, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09215C1053;;1,00;0,01;USD;04.04.2019 0:00:00
162;BKNG;Booking Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09857L1089;;1,00;0,01;USD;14.06.2017 0:00:00
163;BKR;Baker Hughes Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US05722G1004;;1,00;0,01;USD;17.07.2017 0:00:00
164;BL;BlackLine, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09239B1098;;1,00;0,01;USD;31.10.2019 0:00:00
165;BLD;TopBuild Corp.;Акции;Акции иностранного эмитента обыкновенные;;US89055F1030;;1,00;0,01;USD;11.06.2019 0:00:00
166;BLDR;Builders FirstSource, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US12008R1077;;1,00;0,01;USD;31.10.2019 0:00:00
167;BLK;BlackRock, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09247X1019;;1,00;0,01;USD;06.10.2016 0:00:00
168;BLKB;Blackbaud, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09227Q1004;;1,00;0,01;USD;31.01.2019 0:00:00
169;BLL;Ball Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0584981064;;1,00;0,01;USD;23.11.2016 0:00:00
170;BLUE;bluebird bio, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09609G1004;;1,00;0,01;USD;05.08.2019 0:00:00
171;BMCH;BMC Stock Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05591B1098;;1,00;0,01;USD;31.10.2019 0:00:00
172;BMI;Badger Meter, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0565251081;;1,00;0,01;USD;28.02.2019 0:00:00
173;BMRN;BioMarin Pharmaceutical Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09061G1013;;1,00;0,01;USD;05.08.2019 0:00:00
174;BMW;Bayerische Motoren Werke Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0005190003;;1,00;0,01;EUR;03.08.2018 0:00:00
175;BMY;Bristol-Myers Squibb Company;Акции;Акции иностранного эмитента обыкновенные;;US1101221083;;1,00;0,01;USD;06.10.2016 0:00:00
176;BOH;Bank of Hawaii Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0625401098;;1,00;0,01;USD;18.05.2020 0:00:00
177;BOKF;BOK Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05561Q2012;;1,00;0,01;USD;18.05.2020 0:00:00
178;BOOT;Boot Barn Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0994061002;;1,00;0,01;USD;31.10.2019 0:00:00
179;BPMC;Blueprint Medicines Corporation;Акции;Акции иностранного эмитента обыкновенные;;US09627Y1091;;1,00;0,01;USD;05.08.2019 0:00:00
180;BR;Broadridge Financial Solutions, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US11133T1034;;1,00;0,01;USD;31.01.2019 0:00:00
181;BRC;Brady Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US1046741062;;1,00;0,01;USD;18.05.2020 0:00:00
182;BRK.B;Berkshire Hathaway Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US0846707026;;1,00;0,01;USD;23.11.2016 0:00:00
183;BRKR;Bruker Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1167941087;;1,00;0,01;USD;04.04.2019 0:00:00
184;BRO;Brown & Brown, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1152361010;;1,00;0,01;USD;18.05.2020 0:00:00
185;BSX;Boston Scientific Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1011371077;;1,00;0,01;USD;06.10.2016 0:00:00
186;BTI;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций British American Tobacco p.l.c.;US1104481072;ESVUFA;1,00;0,01;USD;23.10.2017 0:00:00
187;BUD;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций Anheuser-Busch InBev SA/NV;US03524A1088;ESVUFA;1,00;0,01;USD;14.02.2018 0:00:00
188;BURL;Burlington Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1220171060;;1,00;0,01;USD;04.04.2019 0:00:00
189;BWA;BorgWarner Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0997241064;;1,00;0,01;USD;23.11.2016 0:00:00
190;BWXT;BWX Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05605H1005;;1,00;0,01;USD;18.05.2020 0:00:00
191;BXP;Boston Properties, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1011211018;;1,00;0,01;USD;23.11.2016 0:00:00
